id,t1_mean,t1_median,t2_mean,t2_median,t3_mean,t3_median,t4_mean,t4_median,t5_mean,t5_median,t6_mean,t6_median,t7_mean,t7_median,t8_mean,t8_median,t9_mean,t9_median,t10_mean,t10_median,t11_mean,t11_median,t12_mean,t12_median
2075,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2085,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693,0
2090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2092,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0.2222222222222222,0,0.2,0,0.18181818181818182,0,0.16666666666666666,0,0.15384615384615385,0
2093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2104,6,6,5.333333333333333,4,4.25,4,3.4,4,2.8333333333333335,2.5,2.4285714285714284,1,2.125,0.5,1.8888888888888888,0,1.7,0,1.5454545454545454,0,1.4166666666666667,0,1.3076923076923077,0
2111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2112,1.5,1.5,1,0,0.75,0,0.6,0,0.5,0,0.42857142857142855,0,0.375,0,0.3333333333333333,0,0.3,0,0.2727272727272727,0,0.25,0,0.23076923076923078,0
2123,0,0,0,0,0,0,0.2,0,0.16666666666666666,0,0.14285714285714285,0,0.375,0,0.3333333333333333,0,0.3,0,0.2727272727272727,0,0.25,0,0.23076923076923078,0
2131,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0.1111111111111111,0,0.1,0,0.09090909090909091,0,0.08333333333333333,0,0.07692307692307693,0
2133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2134,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2216,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2219,0.5,0.5,0.3333333333333333,0,0.25,0,0.2,0,0.16666666666666666,0,0.14285714285714285,0,0.125,0,0.1111111111111111,0,0.1,0,0.09090909090909091,0,0.08333333333333333,0,0.07692307692307693,0
2221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2230,0.5,0.5,0.3333333333333333,0,0.25,0,0.2,0,0.16666666666666666,0,0.14285714285714285,0,0.125,0,0.1111111111111111,0,0.1,0,0.09090909090909091,0,0.08333333333333333,0,0.07692307692307693,0
2232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2236,0.5,0.5,0.3333333333333333,0,0.25,0,0.2,0,0.16666666666666666,0,0.14285714285714285,0,0.125,0,0.1111111111111111,0,0.1,0,0.09090909090909091,0,0.08333333333333333,0,0.07692307692307693,0
