id,label
14293,Fachkraft für Sicherheitsdienstleistungen (ABT-Kurs SFK-16.2)
14294,Fachkraft für Sicherheitsdienstleistungen (ABT-Kurs SFK-16.3)
27191,Pflege- und Betreuungsassistent/-in (ABT-Kurs AKP-16.1)
31294,Sozialassistent/-in Familie - Schwerpunkt Kinderbetreuung und -pflege (ABT-Kurs KIB-16.1)
31295,Sozialassistent/-in Familie - Schwerpunkt Kinderbetreuung und -pflege (ABT-Kurs KIB-16.2)
2734,Assistent/-in für Kinderbetreuung und -pflege (ABT-Kurs KIB-17.2)
2735,Assistent/-in für Kinderbetreuung und -pflege (KIB-17.1)
8080,Betreuungsassistent/-in (ABT-Kurs BEA-16.2)
8081,Betreuungsassistent/-in (BEA-17.1)
14295,Fachkraft für Sicherheitsdienstleistungen (ABT-Kurs SFK-17.1)
14296,Fachkraft für Sicherheitsdienstleistungen (ABT-Kurs SFK-17.2)
14297,Fachkraft für Sicherheitsdienstleistungen (ABT-Kurs SFK-17.3)
14298,Fachkraft für Sicherheitsdienstleistungen (ABT-Kurs SFK-17.4)
27193,Pflege- und Betreuungsassistent/-in (ABT-Kurs AKP/BEA-17.2)
27192,Pflege- und Betreuungsassistent/-in (ABT-Kurs AKP-17.1)
1720,APP 2009 Plus Land Z. 2 LOK
3753,BAPP 2011 Land Verbund
3754,BAPP 2012 ESF Verbund
3755,BAPP 2012 Land Verbund
3757,BAPP 2013 ESF Verbund
7220,Berliner JobCoaching - Berliner JobCoaching 2014
7364,Berliner Jobcoaching ögB
7578,Berufsorientierter Elternkompass
4786,BVBO-
4667,BVBO Kerschensteiner Schule 10. Klasse
4668,BVBO Kerschensteiner Schule 9. Klasse
4669,BVBO Konrad Wachsmann Schule 10. Klasse
4670,BVBO Konrad-Wachsmann-Schule 9. Klasse
17654,Handbuch Praktikadurchführung
18119,Hilfskräfte für die Unterstützung internat Kooperation des Bezirkes im Bereich der beruflichen Bildung
18118,Hilfskräfte für Unterstützung bei Durchführung von Boten-/Lotsendiensten sowie Empfangsservice
20199,Jugendselbsthilfewerkstatt
22214,Kunst- und Kulturpfad Marzahn-Hellersdorf
22444,L2 - BAPP 2014 Land Verbund
22737,Lange Nacht der Berufsausbildung
25224,Modellprojekt Übergang Schule - Beruf
26778,PEB - CoSMaH
26802,PEB - Kompetenz- und Erprobungscenter für Dienstleistungsberufe im Hotel- und Gaststättengewerbe
28581,Qualifizierung von Ausbildungspersonal in KMU
33883,Unterstützende Arbeiten im Ausbildungsobjekt Alt-Marzahn der ABU gGmbH
33983,Unterstützung bei der Realisierung der Mitarbeiterversorgung am ABU-Standort Beilsteiner Straße
33985,Unterstützung bei der Realisierung der Mitarbeiterversorgung am ABU-Standort Glambecker Ring
33937,Unterstützung Projekt 'Zukunft im Unternehmen'
35066,Virtuell-aufsuchende Elternarbeit
3395,Ausbildung junger Erwachsener - Nachqualifizierung
3760,BAPP 2013 Land Verbund
3810,BAPP-11: Verbund
7221,Berliner JobCoaching - Berliner JobCoaching 2015
3989,BVBO /
20626,Kerschensteiner 10 BVBO 2.0
21457,Kompetenz- und Erprobungscenter für Dienstleistungsberufe im Hotel- und Gaststättengewerbe
22445,L2 - BAPP 2014 Verbund
22451,L2 - BAPP 2015 Verbund
3811,BAPP-12: Verbund
3814,BAPP-13: Verbund
7331,Berliner JobCoaching 2016
4059,BVBO 2. 0 - Rudolf Virchow Schule 10. Klasse - M 4 -
4075,BVBO 2.0 - 2016/2017 - Friedrich 10
4076,BVBO 2.0 - 2016/2017 - Friedrich 8
4077,BVBO 2.0 - 2016/2017 - Friedrich 9
4082,BVBO 2.0 - 2016/2017 - Hecker 10
4083,BVBO 2.0 - 2016/2017 - Hecker 8
4085,BVBO 2.0 - 2016/2017 - Hecker 9
4087,BVBO 2.0 - 2016/2017 - Kerschensteiner 9
4088,BVBO 2.0 - 2016/2017 - Mozart 8
4089,BVBO 2.0 - 2016/2017 - Mozart 9
4090,BVBO 2.0 - 2016/2017 - Sartre 11
4096,BVBO 2.0 - 2016/2017 - Virchow 10
4097,BVBO 2.0 - 2016/2017 - Virchow 8
4098,BVBO 2.0 - 2016/2017 - Virchow 9
4099,BVBO 2.0 - 2016/2017 - Wachsmann 10
4102,BVBO 2.0 - 2016/2017 - Wachsmann 9
4176,BVBO 2.0 - Caspar David Friedrich Schule 10. Klasse - M 4 -
4177,BVBO 2.0 - Caspar David Friedrich Schule 8. Klasse - M 1 -
4178,BVBO 2.0 - Caspar David Friedrich Schule 9. Klasse - M 3 -
4266,BVBO 2.0 - Kerschensteiner Schule 9. Klasse - m 3 -
4269,BVBO 2.0 - Konrad-Wachsmann-Schule 10. Klasse
4270,BVBO 2.0 - Konrad-Wachsmann-Schule 8. Klasse
4271,BVBO 2.0 - Konrad-Wachsmann-Schule 9. Klasse
4308,BVBO 2.0 - Rudolf Virchow Schule 10. Klasse - M 4 -
4309,BVBO 2.0 - Rudolf Virchow Schule 8. Klasse - M 1 -
4310,BVBO 2.0 - Rudolf Virchow Schule 9. Klasse - M 3 -
4340,BVBO 2.0 - Wolfgang A. Mozart Schule 10. Klasse - M 4
4341,BVBO 2.0 - Wolfgang A.-Mozart-Schule Klasse 9
4411,BVBO 2.0 Hecker 10
4456,BVBO 2.0.- 2016/2017 - Mozart 10
4457,BVBO 2.0.- 2616/2017 - Kerschensteiner 10
22448,L2 - BAPP 2014: Verbund
22454,L2 - BAPP 2015: Verbund
12369,Erfüllung der von der Einrichtung beantragten Anschubfinanzierung f. Gründung eines bezirkl. Alphabündnisses Berlin Marzahn-Hellersdorf
